ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_mu_top2%mu,cluster,sigma-price,sigma-avail,sigma-url
POOL-00031925,"InChI=1S/C14H10N2OS/c17-13(16-14-15-8-9-18-14)12-7-3-5-10-4-1-2-6-11(10)12/h1-9H,(H,15,16,17)",OC(=Nc1nccs1)c1cccc2ccccc12,699.4005533176643,False,['309734-88-1'],1.828567252,1,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l173134
POOL-00016398,"InChI=1S/C16H13BrF3NO/c17-13-5-1-11(2-6-13)15(22)9-10-21-14-7-3-12(4-8-14)16(18,19)20/h1-8,21H,9-10H2",O=C(CCNc1ccc(C(F)(F)F)cc1)c1ccc(Br)cc1,635.9356489939471,False,['477334-28-4'],1.8759729001,1,$28.60/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l250708
POOL-00023196,"InChI=1S/C12H10O2S2/c13-12(14)10-4-1-3-9(7-10)8-16-11-5-2-6-15-11/h1-7H,8H2,(H,13,14)",O=C(O)c1cccc(CSc2cccs2)c1,477.52379958204847,False,['845266-20-8'],1.8236357635,1,,,
POOL-00016546,"InChI=1S/C15H13NO3/c17-15(16-18)19-9-14-12-7-3-1-5-10(12)11-6-2-4-8-13(11)14/h1-8,14,18H,9H2,(H,16,17)",ON=C(O)OCC1c2ccccc2-c2ccccc21,591.2927427712116,False,['190656-01-0'],1.8304182002,1,,,
POOL-00035495,"InChI=1S/C15H22O3/c1-14(2,3)9-7-10(13(17)18)12(16)11(8-9)15(4,5)6/h7-8,16H,1-6H3,(H,17,18)",CC(C)(C)c1cc(C(=O)O)c(O)c(C(C)(C)C)c1,473.7376856292587,False,['19715-19-6'],1.8989800422,1,$49.20/5 G,"Only 1 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/149136
POOL-00032430,"InChI=1S/C13H10F2N2S/c14-9-5-1-3-7-11(9)16-13(18)17-12-8-4-2-6-10(12)15/h1-8H,(H2,16,17,18)",Fc1ccccc1N=C(S)Nc1ccccc1F,584.7088567442288,False,['368-05-8'],1.8618766805,1,$106.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s675032
POOL-00018568,"InChI=1S/C13H13F3N2O2S2/c1-7-4-8(2)11(9(3)5-7)22(19,20)18-12-17-10(6-21-12)13(14,15)16/h4-6H,1-3H3,(H,17,18)",Cc1cc(C)c(S(=O)(=O)Nc2nc(C(F)(F)F)cs2)c(C)c1,787.92807470922,False,['330677-38-8'],1.8689703159,1,$106.00/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r567779
POOL-00017259,"InChI=1S/C15H10F6N2O/c16-14(17,18)9-6-10(15(19,20)21)8-12(7-9)23-13(24)22-11-4-2-1-3-5-11/h1-8H,(H2,22,23,24)",OC(=Nc1ccccc1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,705.6148757189574,False,['6528-01-4'],1.8329533709,1,,,
POOL-00037787,"InChI=1S/C15H10F6N2/c16-14(17,18)10-3-1-5-12(7-10)22-9-23-13-6-2-4-11(8-13)15(19,20)21/h1-9H,(H,22,23)",FC(F)(F)c1cccc(N=CNc2cccc(C(F)(F)F)c2)c1,703.5986688980879,False,['16659-14-6'],1.8302033601,1,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s878618
POOL-00042881,"InChI=1S/C12H12N2S2/c13-9-1-5-11(6-2-9)15-16-12-7-3-10(14)4-8-12/h1-8H,13-14H2",Nc1ccc(SSc2ccc(N)cc2)cc1,405.9499059485861,False,"['722-27-0', '6961-89-3']",1.8594066947,1,$102.00/5 G,"Available to ship on May 25, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/369462
POOL-00034430,"InChI=1S/C17H18N2O5S/c1-3-24-17(21)13-4-6-15(7-5-13)19-25(22,23)16-10-8-14(9-11-16)18-12(2)20/h4-11,19H,3H2,1-2H3,(H,18,20)",CCOC(=O)c1ccc(NS(=O)(=O)c2ccc(N=C(C)O)cc2)cc1,868.2591553059208,False,['89113-20-2'],1.8439235174,1,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s676756
POOL-00025133,"InChI=1S/C8H9NO3/c1-12-6-4-2-3-5(9)7(6)8(10)11/h2-4H,9H2,1H3,(H,10,11)",COc1cccc(N)c1C(=O)O,309.1713244639388,False,['53600-33-2'],1.8435829726,2,,,
POOL-00009403,"InChI=1S/C8H8FNO2/c1-4-6(9)3-2-5(7(4)10)8(11)12/h2-3H,10H2,1H3,(H,11,12)",Cc1c(F)ccc(C(=O)O)c1N,336.0748996548373,False,['129833-28-9'],1.8248374012,2,,,
POOL-00033520,"InChI=1S/C8H9NO3/c1-12-5-2-3-7(9)6(4-5)8(10)11/h2-4H,9H2,1H3,(H,10,11)",COc1ccc(N)c(C(=O)O)c1,309.1713244639388,False,['6705-03-9'],1.8413193222,2,$80.90/1 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/665118
POOL-00026511,"InChI=1S/C8H8FNO2/c9-6-3-5(4-8(11)12)1-2-7(6)10/h1-3H,4,10H2,(H,11,12)",Nc1ccc(CC(=O)O)cc1F,311.92621196610224,False,['503315-77-3'],1.8293695434,2,,,
POOL-00040319,"InChI=1S/C8H8O4/c1-12-8(11)5-2-6(9)4-7(10)3-5/h2-4,9-10H,1H3",COC(=O)c1cc(O)cc(O)c1,285.6762119661022,False,['2150-44-9'],1.8357790524,2,$55.50/25 G,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/159603
POOL-00033029,"InChI=1S/C8H9NO3/c1-12-6-4-2-3-5(7(6)9)8(10)11/h2-4H,9H2,1H3,(H,10,11)",COc1cccc(C(=O)O)c1N,309.1713244639388,False,['3177-80-8'],1.8468275234,2,,,
POOL-00031042,"InChI=1S/C8H8O4/c1-12-6-4-2-3-5(9)7(6)8(10)11/h2-4,9H,1H3,(H,10,11)",COc1cccc(O)c1C(=O)O,305.92621196610224,False,['3147-64-6'],1.8314561046,2,$32.50/1 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/464139
POOL-00005346,"InChI=1S/C8H8FNO2/c1-4-2-5(9)3-6(7(4)10)8(11)12/h2-3H,10H2,1H3,(H,11,12)",Cc1cc(F)cc(C(=O)O)c1N,336.0748996548373,False,['874804-25-8'],1.8344470777,2,,,
POOL-00033715,"InChI=1S/C8H8O4/c1-12-8(11)5-2-3-6(9)7(10)4-5/h2-4,9-10H,1H3",COC(=O)c1ccc(O)c(O)c1,305.92621196610224,False,['2150-43-8'],1.8314272492,2,,,
POOL-00025295,"InChI=1S/C8H7F2NO2/c9-5-2-1-4(3-6(5)10)7(11)8(12)13/h1-3,7H,11H2,(H,12,13)",NC(C(=O)O)c1ccc(F)c(F)c1,340.91595348418105,False,['225641-94-1'],1.8274857625,2,$97.75/500 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/achemblock/advh0430a572?context=bbe
POOL-00006908,"InChI=1S/C7H6BrNO3/c8-7-5(2-1-3-9-7)12-4-6(10)11/h1-3H,4H2,(H,10,11)",O=C(O)COc1cccnc1Br,289.73490681848904,False,['118650-04-7'],1.8252039989,2,,,
POOL-00003988,"InChI=1S/C7H6BrNO3/c1-12-5-3-2-4(8)6(9-5)7(10)11/h2-3H,1H3,(H,10,11)",COc1ccc(Br)c(C(=O)O)n1,313.5198400095355,False,['1196147-56-4'],1.8465265633,2,$128.40/50 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/jwpharmlabllc/jwph3249e4c3?context=bbe
POOL-00031860,"InChI=1S/C7H7NO3S/c9-6(10)4-8-7(11)5-2-1-3-12-5/h1-3H,4H2,(H,8,11)(H,9,10)",O=C(O)CNC(=O)c1cccs1,280.8514121027007,False,['33955-17-8'],1.8428999791,2,$172.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r648248
POOL-00007134,"InChI=1S/C8H4BrNO2/c9-7-2-1-5(8(11)12)3-6(7)4-10/h1-3H,(H,11,12)",N#Cc1cc(C(=O)O)ccc1Br,367.8108766972155,False,['887757-25-7'],1.8236395647,2,,,
POOL-00027246,"InChI=1S/C7H7NO3S/c1-4(9)8-6-5(7(10)11)2-3-12-6/h2-3H,1H3,(H,8,9)(H,10,11)",CC(O)=Nc1sccc1C(=O)O,325.14740849378177,False,['51419-38-6'],1.8249471886,2,,,
POOL-00030406,"InChI=1S/C8H7NO4/c1-4-2-3-5(7(10)11)6(9-4)8(12)13/h2-3H,1H3,(H,10,11)(H,12,13)",Cc1ccc(C(=O)O)c(C(=O)O)n1,372.4068180287228,False,['53636-70-7'],1.8452088691,2,$120.00/5 G,"Estimated to ship on June 16, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/aldrich/344184
POOL-00035946,"InChI=1S/C8H9NO3/c9-6-1-3-7(4-2-6)12-5-8(10)11/h1-4H,5,9H2,(H,10,11)",Nc1ccc(OCC(=O)O)cc1,268.1363912728923,False,['2298-36-4'],1.8296901481,2,,,
POOL-00043386,"InChI=1S/C8H7NO4/c1-5-4-6(8(10)11)2-3-7(5)9(12)13/h2-4H,1H3,(H,10,11)",Cc1cc(C(=O)O)ccc1[N+](=O)[O-],372.4068180287228,False,['3113-71-1'],1.8268356647,2,$39.50/25 G,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/m60600
POOL-00003987,"InChI=1S/C7H6BrNO3/c1-12-6-4(8)2-3-5(9-6)7(10)11/h2-3H,1H3,(H,10,11)",COc1nc(C(=O)O)ccc1Br,313.5198400095355,False,['1214334-70-9'],1.8231947579,2,,,
POOL-00042597,"InChI=1S/C8H8O4/c1-4(9)5-2-3-6(10)8(12)7(5)11/h2-3,10-12H,1H3",CC(=O)c1ccc(O)c(O)c1O,330.0748996548373,False,['528-21-2'],1.8273419889,2,,,
POOL-00040362,"InChI=1S/C8H6O5/c9-7(10)5-3-1-2-4-6(5)8(11)13-12/h1-4,12H,(H,9,10)",O=C(O)c1ccccc1C(=O)OO,344.14255226526035,False,['2311-91-3'],1.8339237917,2,,,
POOL-00026015,"InChI=1S/C8H9NO3/c1-2-7(10)5-3-6(8(11)12)9-4-5/h3-4,9H,2H2,1H3,(H,11,12)",CCC(=O)c1c[nH]c(C(=O)O)c1,313.85780383279206,False,['111468-94-1'],1.8382730438,2,,,
POOL-00040281,"InChI=1S/C8H7NO4/c1-5-4-6(9(12)13)2-3-7(5)8(10)11/h2-4H,1H3,(H,10,11)",Cc1cc([N+](=O)[O-])ccc1C(=O)O,372.4068180287228,False,['1975-51-5'],1.8274122999,2,$199.00/5 G,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/638315
POOL-00031173,"InChI=1S/C8H8F3NO/c1-13-7-3-2-5(4-6(7)12)8(9,10)11/h2-4H,12H2,1H3",COc1ccc(C(F)(F)F)cc1N,308.7477157867921,False,['349-65-5'],1.8396442762,2,$63.40/5 G,"Available to ship on May 25, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/336599
POOL-00031255,"InChI=1S/C8H8F3NO/c1-13-7-3-5(8(9,10)11)2-6(12)4-7/h2-4H,12H2,1H3",COc1cc(N)cc(C(F)(F)F)c1,308.7477157867921,False,['349-55-3'],1.8226526211,2,,,
POOL-00039639,"InChI=1S/C8H8O4/c1-4-2-5(9)7(8(11)12)6(10)3-4/h2-3,9-10H,1H3,(H,11,12)",Cc1cc(O)c(C(=O)O)c(O)c1,306.8248996548372,False,['480-67-1'],1.8439711563,2,$172.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s84299
POOL-00005147,"InChI=1S/C7H6BrF2NO/c8-5-3-4(12-7(9)10)1-2-6(5)11/h1-3,7H,11H2",Nc1ccc(OC(F)F)cc1Br,280.108927830968,False,['1000574-79-7'],1.8226381824,2,,,
POOL-00038426,"InChI=1S/C7H4BrNO4/c8-5-2-1-4(7(10)11)3-6(5)9(12)13/h1-3H,(H,10,11)",O=C(O)c1ccc(Br)c([N+](=O)[O-])c1,376.7553335743196,False,['6319-40-0'],1.8271443258,2,"$24.00
$7.20/5 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/724734
POOL-00041549,"InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",O=C(O)Cc1ccc(O)c(O)c1,305.92621196610224,False,['102-32-9'],1.8324605311,2,$44.30/1 G,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/850217
POOL-00039417,"InChI=1S/C8H5F3O3/c9-8(10,11)14-6-3-1-2-5(4-6)7(12)13/h1-4H,(H,12,13)",O=C(O)c1cccc(OC(F)(F)F)c1,345.9298953040156,False,['1014-81-9'],1.8334254905,2,$46.40/1 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/301388
POOL-00022299,"InChI=1S/C7H5BrO4/c8-3-1-2-4(9)5(6(3)10)7(11)12/h1-2,9-10H,(H,11,12)",O=C(O)c1c(O)ccc(Br)c1O,334.423415200434,False,['26792-49-4'],1.8442963892,2,,,
POOL-00041856,"InChI=1S/C7H6O2S/c8-7(9)5-3-1-2-4-6(5)10/h1-4,10H,(H,8,9)",O=C(O)c1ccccc1S,257.53794892648057,False,['147-93-3'],1.8469647605,2,$40.20/5 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/t33200
POOL-00031730,"InChI=1S/C7H8FNO2S/c1-12(10,11)9-7-5-3-2-4-6(7)8/h2-5,9H,1H3",CS(=O)(=O)Nc1ccccc1F,374.74769522287335,False,['98611-90-6'],1.8224539531,2,,,
POOL-00026421,"InChI=1S/C8H8F3NO/c9-8(10,11)5-13-7-3-1-6(12)2-4-7/h1-4H,5,12H2",Nc1ccc(OCC(F)(F)F)cc1,267.7127825957457,False,['57946-61-9'],1.8324178695,2,,,
POOL-00031408,"InChI=1S/C7H4BrNO4/c8-5-1-4(3-10)7(11)6(2-5)9(12)13/h1-3,11H",O=Cc1cc(Br)cc([N+](=O)[O-])c1O,377.0004460721561,False,"['16634-88-1', '20044-86-4']",1.8256724644,2,"$477.00
$143.10/5 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/652768
POOL-00041557,"InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",O=C(O)Cc1cc(O)ccc1O,305.92621196610224,False,"['451-13-8', '71694-00-3']",1.8335641725,2,$135.00/100 MG,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/h0751
POOL-00011810,"InChI=1S/C7H9O4P/c8-7-3-1-6(2-4-7)5-12(9,10)11/h1-4,8H,5H2,(H2,9,10,11)",O=P(O)(O)Cc1ccc(O)cc1,299.68734400453286,False,['90001-07-3'],1.8378176486,2,"$98.50
$29.55/1 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/759783
POOL-00041261,"InChI=1S/C7H6BrNO3/c8-6-4(10)1-3(7(9)12)2-5(6)11/h1-2,10-11H,(H2,9,12)",N=C(O)c1cc(O)c(Br)c(O)c1,314.41852769827057,False,['13429-12-4'],1.8784158624,2,,,
POOL-00040654,"InChI=1S/C7H6BrNO/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H2,9,10)",N=C(O)c1ccccc1Br,259.53794892648057,False,['4001-73-4'],1.831331341,2,"$152.00
$45.60/10 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/190594
POOL-00033586,"InChI=1S/C6H4Br2O2/c7-3-1-5(9)4(8)2-6(3)10/h1-2,9-10H",Oc1cc(Br)c(O)cc1Br,209.9198833722299,False,['14753-51-6'],1.8233447973,2,,,
POOL-00039662,"InChI=1S/C7H6OS2/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",Oc1ccccc1C(=S)S,257.53794892648057,False,['527-89-9'],1.8305686462,2,$134.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r465135
POOL-00040750,"InChI=1S/C15H30O3/c16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15(17)18/h16H,1-14H2,(H,17,18)",O=C(O)CCCCCCCCCCCCCCO,180.57752738516484,False,['4617-33-8'],1.8846987305,3,$399.00/5 G,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/392979
POOL-00035736,"InChI=1S/C16H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(17)16(18)19/h15,17H,2-14H2,1H3,(H,18,19)",CCCCCCCCCCCCCCC(O)C(=O)O,204.1707264733057,False,"['764-67-0', '10067-06-8']",1.8401623837,3,$396.00/100 MG,"Only 1 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/sigma/h7021
POOL-00013588,"InChI=1S/C14H28O4/c1-2-3-4-5-6-7-8-9-10-14(17)18-12-13(16)11-15/h13,15-16H,2-12H2,1H3",CCCCCCCCCCC(=O)OCC(O)CO,194.23301287386312,False,['64633-19-8'],1.8377055457,3,,,
POOL-00042912,"InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)",O=C(O)CCCCCCCCCCCCC(=O)O,201.83388115177075,False,['821-38-5'],1.8499771696,3,$88.00/5 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/d221201
POOL-00040759,"InChI=1S/C14H31O3P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18(15,16)17/h2-14H2,1H3,(H2,15,16,17)",CCCCCCCCCCCCCCP(=O)(O)O,213.0846435936143,False,['4671-75-4'],1.8698408412,3,$108.00/1 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/736414
POOL-00003058,"InChI=1S/C13H27O4PS/c1-13(14)19-12-10-8-6-4-2-3-5-7-9-11-18(15,16)17/h2-12H2,1H3,(H2,15,16,17)",CC(=O)SCCCCCCCCCCCP(=O)(O)O,277.8167820548197,False,['304012-57-5'],1.8728851805,3,,,
POOL-00004490,"InChI=1S/C14H27O5P/c1-2-14(15)19-12-10-8-6-4-3-5-7-9-11-13-20(16,17)18/h2H,1,3-13H2,(H2,16,17,18)",C=CC(=O)OCCCCCCCCCCCP(=O)(O)O,310.6861237584903,False,['915376-49-7'],1.8832202951,3,,,
POOL-00041596,"InChI=1S/C14H28O3/c1-2-3-4-5-6-7-8-9-10-11-12-13(15)14(16)17/h13,15H,2-12H2,1H3,(H,16,17)",CCCCCCCCCCCCC(O)C(=O)O,180.3061356857803,False,['2507-55-3'],1.8774153459,3,$156.00/10 MG,"Estimated to ship on June 16, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/sigma/h6771
POOL-00036481,"InChI=1S/C14H26O4/c1-2-3-4-5-6-7-8-9-10-12(14(17)18)11-13(15)16/h12H,2-11H2,1H3,(H,15,16)(H,17,18)",CCCCCCCCCCC(CC(=O)O)C(=O)O,237.94849060589132,False,['2530-33-8'],1.8293076204,3,$68.10/5 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/cds013509
POOL-00040091,"InChI=1S/C16H31NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-15(18)17-14-16(19)20/h2-14H2,1H3,(H,17,18)(H,19,20)",CCCCCCCCCCCCCC(O)=NCC(=O)O,264.4475995124111,False,['14246-55-0'],1.8290393509,3,$68.10/5 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/cds007442
POOL-00027587,"InChI=1S/C14H25NO3/c1-2-3-4-5-6-7-8-9-12-15-13(16)10-11-14(17)18/h10-11H,2-9,12H2,1H3,(H,15,16)(H,17,18)",CCCCCCCCCCN=C(O)C=CC(=O)O,272.2126692502175,False,['20516-87-4'],1.8691705274,3,,,
POOL-00042581,"InChI=1S/C16H32O3/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(18)19/h17H,1-15H2,(H,18,19)",O=C(O)CCCCCCCCCCCCCCCO,192.4330670099726,False,['506-13-8'],1.8575742361,3,"$72.70
$43.62/1 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/177490
POOL-00006153,"InChI=1S/C12H27O3PS/c13-16(14,15)11-9-7-5-3-1-2-4-6-8-10-12-17/h17H,1-12H2,(H2,13,14,15)",O=P(O)(O)CCCCCCCCCCCCS,205.92742201047943,False,['159239-33-5'],1.9338868839,3,"$198.00
$118.80/250 MG","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/745855
POOL-00021363,"InChI=1S/C16H31NO4/c1-16(2,3)21-15(20)17-13-11-9-7-5-4-6-8-10-12-14(18)19/h4-13H2,1-3H3,(H,17,20)(H,18,19)",CC(C)(C)OC(O)=NCCCCCCCCCCC(=O)O,307.8890621180133,False,['10436-25-6'],1.8313810552,3,,,
POOL-00036735,"InChI=1S/C16H30O4/c1-2-3-4-5-6-7-8-9-10-11-14-20-16(19)13-12-15(17)18/h2-14H2,1H3,(H,17,18)",CCCCCCCCCCCCOC(=O)CCC(=O)O,250.86142724108407,False,['21668-03-1'],1.8285395544,3,$172.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s568503
POOL-00003854,"InChI=1S/C11H25O4PS/c12-16(13,14)15-10-8-6-4-2-1-3-5-7-9-11-17/h17H,1-11H2,(H2,12,13,14)",O=P(O)(O)OCCCCCCCCCCCS,207.6481117162865,False,['188678-49-1'],1.8867279246,3,,,
POOL-00021055,"InChI=1S/C14H28O3/c1-2-3-4-5-6-7-8-9-10-11-12-17-13-14(15)16/h2-13H2,1H3,(H,15,16)",CCCCCCCCCCCCOCC(=O)O,168.8502574011421,False,['6064-75-1'],1.868413751,3,$106.00/25MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s233773
POOL-00035059,"InChI=1S/C15H30O4S/c1-2-3-4-5-6-7-8-9-10-11-13-20(18,19)14-12-15(16)17/h2-14H2,1H3,(H,16,17)",CCCCCCCCCCCCS(=O)(=O)CCC(=O)O,335.78267616864264,False,['101453-22-9'],1.8410487739,3,$28.60/25MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s233439
POOL-00035085,"InChI=1S/C12H28NO3P/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(14,15)16/h2-12H2,1H3,(H3,13,14,15,16)",CCCCCCCCCCCCNP(=O)(O)O,205.92742201047952,False,['45208-12-6'],1.919822642,3,,,
POOL-00013103,"InChI=1S/C16H35O3P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20(17,18)19/h2-16H2,1H3,(H2,17,18,19)",CCCCCCCCCCCCCCCCP(=O)(O)O,237.87648388432004,False,['4721-17-9'],1.8282140151,3,$96.00/1 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/736244
POOL-00001540,"InChI=1S/C11H25O3PS/c12-15(13,14)10-8-6-4-2-1-3-5-7-9-11-16/h16H,1-11H2,(H2,12,13,14)",O=P(O)(O)CCCCCCCCCCCS,193.66869644953417,False,['156125-36-9'],1.8545425803,3,$329.00/500 MG,"Estimated to ship on September 28, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/aldrich/754269
POOL-00007680,"InChI=1S/C12H28O6P2/c13-19(14,15)11-9-7-5-3-1-2-4-6-8-10-12-20(16,17)18/h1-12H2,(H2,13,14,15)(H2,16,17,18)",O=P(O)(O)CCCCCCCCCCCCP(=O)(O)O,289.9092368847664,False,['7450-59-1'],1.8227281734,3,$104.00/1 G,"Only 1 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/685437
POOL-00038935,"InChI=1S/C19H26N2O4S/c1-19(2,12-14-7-5-4-6-8-14)20-13-18(23)15-9-10-17(22)16(11-15)21-26(3,24)25/h4-11,18,20-23H,12-13H2,1-3H3",CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,835.8725547747084,False,['37000-20-7'],1.8470331177,3,$143.00/5 MG,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/sigma/z4402
POOL-00003394,"InChI=1S/C9H8N2O2/c1-5-2-6-7(9(12)13)4-11-8(6)10-3-5/h2-4H,1H3,(H,10,11)(H,12,13)",Cc1cnc2[nH]cc(C(=O)O)c2c1,473.4194793183052,False,['1198095-99-6'],1.8720593377,4,$761.00/1 G,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ade001020
POOL-00037693,"InChI=1S/C9H8N2O2/c1-5-2-3-7-6(4-5)8(9(12)13)11-10-7/h2-4H,1H3,(H,10,11)(H,12,13)",Cc1ccc2[nH]nc(C(=O)O)c2c1,473.4194793183052,False,['1201-24-7'],1.8753025554,4,,,
POOL-00000478,"InChI=1S/C9H8N2O2/c1-5-10-8-3-2-6(12)4-7(8)9(13)11-5/h2-4,12H,1H3,(H,10,11,13)",Cc1nc(O)c2cc(O)ccc2n1,468.3665095200525,False,['1882-77-5'],1.8651430028,4,,,
POOL-00010722,"InChI=1S/C8H5FN2O2/c9-4-1-2-5-6(3-4)10-11-7(5)8(12)13/h1-3H,(H,10,11)(H,12,13)",O=C(O)c1n[nH]c2cc(F)ccc12,477.94880433128606,False,['129295-30-3'],1.8533143387,4,,,
POOL-00033353,"InChI=1S/C9H8N2O2/c1-5-4-8(13)11-9-6(5)2-3-7(12)10-9/h2-4H,1H3,(H2,10,11,12,13)",Cc1cc(O)nc2nc(O)ccc12,463.11650952005255,False,['7668-02-2'],1.8655027319,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s437727
POOL-00000027,"InChI=1S/C9H8N2O2/c1-5-10-8-6(9(13)11-5)3-2-4-7(8)12/h2-4,12H,1H3,(H,10,11,13)",Cc1nc(O)c2cccc(O)c2n1,468.3665095200525,False,['90417-38-2'],1.86475072,4,$205.00/5 MG,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/sigma/n7287
